time_s,sample,action,target_little,target_ring,target_middle,target_index,target_thumb_bend,target_thumb_swing,angle_little,angle_ring,angle_middle,angle_index,angle_thumb_bend,angle_thumb_swing,force_little,force_ring,force_middle,force_index,force_thumb_bend,force_thumb_swing,force_delta_little,force_delta_ring,force_delta_middle,force_delta_index,force_delta_thumb_bend,force_delta_thumb_swing,status_little,status_ring,status_middle,status_index,status_thumb_bend,status_thumb_swing,temp_little,temp_ring,temp_middle,temp_index,temp_thumb_bend,temp_thumb_swing
2.839376,10,initial_open,1720,1720,1720,1720,1450,1200.0,1260.0,1263.0,1264.0,1262.0,1349.0,1217.0,107.0,62.0,22.0,45.0,23.0,80.0,-53.0,-42.0,-58.0,-56.0,-15.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,48.0,48.0,48.0,40.0,46.0
3.011692,11,initial_open,1720,1720,1720,1720,1450,1200.0,1281.0,1281.0,1282.0,1282.0,1358.0,1212.0,105.0,60.0,19.0,41.0,21.0,79.0,-55.0,-44.0,-61.0,-60.0,-17.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,48.0,48.0,48.0,40.0,46.0
3.173894,12,initial_open,1720,1720,1720,1720,1450,1200.0,1300.0,1304.0,1302.0,1303.0,1366.0,1201.0,102.0,58.0,16.0,38.0,20.0,80.0,-58.0,-46.0,-64.0,-63.0,-18.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
3.336136,13,initial_open,1720,1720,1720,1720,1450,1200.0,1319.0,1321.0,1321.0,1320.0,1375.0,1201.0,99.0,56.0,12.0,35.0,20.0,80.0,-61.0,-48.0,-68.0,-66.0,-18.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
3.508614,14,initial_open,1720,1720,1720,1720,1450,1200.0,1336.0,1340.0,1342.0,1339.0,1384.0,1201.0,95.0,54.0,8.0,31.0,18.0,80.0,-65.0,-50.0,-72.0,-70.0,-20.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
3.670788,15,initial_open,1720,1720,1720,1720,1450,1200.0,1357.0,1359.0,1362.0,1359.0,1393.0,1201.0,93.0,51.0,7.0,29.0,16.0,80.0,-67.0,-53.0,-73.0,-72.0,-22.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
3.843181,16,initial_open,1720,1720,1720,1720,1450,1200.0,1375.0,1377.0,1378.0,1378.0,1401.0,1201.0,91.0,47.0,5.0,27.0,14.0,80.0,-69.0,-57.0,-75.0,-74.0,-24.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
4.005438,17,initial_open,1720,1720,1720,1720,1450,1200.0,1395.0,1398.0,1399.0,1396.0,1411.0,1201.0,89.0,45.0,2.0,27.0,12.0,79.0,-71.0,-59.0,-78.0,-74.0,-26.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
4.167665,18,initial_open,1720,1720,1720,1720,1450,1200.0,1414.0,1415.0,1418.0,1416.0,1419.0,1201.0,87.0,46.0,0.0,24.0,12.0,78.0,-73.0,-58.0,-80.0,-77.0,-26.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
4.340081,19,initial_open,1720,1720,1720,1720,1450,1200.0,1432.0,1436.0,1435.0,1434.0,1428.0,1201.0,82.0,39.0,0.0,21.0,7.0,78.0,-78.0,-65.0,-80.0,-80.0,-31.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
4.502369,20,initial_open,1720,1720,1720,1720,1450,1200.0,1452.0,1454.0,1455.0,1456.0,1437.0,1201.0,80.0,33.0,-2.0,22.0,9.0,78.0,-80.0,-71.0,-82.0,-79.0,-29.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
4.674713,21,initial_open,1720,1720,1720,1720,1450,1200.0,1470.0,1474.0,1476.0,1473.0,1443.0,1201.0,76.0,26.0,-4.0,23.0,9.0,78.0,-84.0,-78.0,-84.0,-78.0,-29.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
4.836935,22,initial_open,1720,1720,1720,1720,1450,1200.0,1491.0,1493.0,1496.0,1494.0,1443.0,1201.0,72.0,19.0,-6.0,25.0,9.0,80.0,-88.0,-85.0,-86.0,-76.0,-29.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
4.999117,23,initial_open,1720,1720,1720,1720,1450,1200.0,1510.0,1512.0,1516.0,1514.0,1447.0,1201.0,69.0,12.0,-6.0,25.0,7.0,76.0,-91.0,-92.0,-86.0,-76.0,-31.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
5.171603,24,initial_open,1720,1720,1720,1720,1450,1200.0,1528.0,1535.0,1534.0,1533.0,1447.0,1201.0,67.0,8.0,-6.0,27.0,9.0,76.0,-93.0,-96.0,-86.0,-74.0,-29.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
5.333681,25,initial_open,1720,1720,1720,1720,1450,1200.0,1551.0,1552.0,1555.0,1553.0,1447.0,1201.0,66.0,6.0,-8.0,27.0,9.0,76.0,-94.0,-98.0,-88.0,-74.0,-29.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
5.485739,26,initial_open,1720,1720,1720,1720,1450,1200.0,1571.0,1573.0,1574.0,1574.0,1447.0,1201.0,66.0,-2.0,-6.0,25.0,7.0,82.0,-94.0,-106.0,-86.0,-76.0,-31.0,16.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
5.648003,27,initial_open,1720,1720,1720,1720,1450,1200.0,1589.0,1593.0,1595.0,1593.0,1447.0,1201.0,66.0,-4.0,-7.0,25.0,9.0,76.0,-94.0,-108.0,-87.0,-76.0,-29.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
5.810166,28,initial_open,1720,1720,1720,1720,1450,1200.0,1609.0,1615.0,1616.0,1615.0,1447.0,1201.0,64.0,-4.0,-10.0,23.0,9.0,76.0,-96.0,-108.0,-90.0,-78.0,-29.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
5.972404,29,initial_open,1720,1720,1720,1720,1450,1200.0,1632.0,1634.0,1638.0,1635.0,1447.0,1201.0,64.0,-4.0,-12.0,21.0,9.0,77.0,-96.0,-108.0,-92.0,-80.0,-29.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
6.134664,30,initial_open,1720,1720,1720,1720,1450,1200.0,1651.0,1658.0,1660.0,1658.0,1447.0,1201.0,62.0,-8.0,-15.0,17.0,9.0,76.0,-98.0,-112.0,-95.0,-84.0,-29.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
6.307038,31,initial_open,1720,1720,1720,1720,1450,1200.0,1675.0,1679.0,1681.0,1679.0,1447.0,1201.0,60.0,-10.0,-21.0,14.0,9.0,76.0,-100.0,-114.0,-101.0,-87.0,-29.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
6.469164,32,initial_open,1720,1720,1720,1720,1450,1200.0,1699.0,1703.0,1706.0,1703.0,1447.0,1201.0,56.0,-12.0,-25.0,11.0,9.0,76.0,-104.0,-116.0,-105.0,-90.0,-29.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
6.641693,33,initial_open,1720,1720,1720,1720,1450,1200.0,1709.0,1714.0,1717.0,1714.0,1447.0,1201.0,55.0,-14.0,-28.0,11.0,9.0,76.0,-105.0,-118.0,-108.0,-90.0,-29.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
6.803467,34,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1715.0,1447.0,1201.0,54.0,-10.0,-25.0,10.0,9.0,76.0,-106.0,-114.0,-105.0,-91.0,-29.0,10.0,2.0,2.0,2.0,0.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
6.965580,35,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-10.0,-25.0,9.0,9.0,76.0,-105.0,-114.0,-105.0,-92.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
7.137949,36,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-10.0,-25.0,11.0,9.0,76.0,-105.0,-114.0,-105.0,-90.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
7.300211,37,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-10.0,-25.0,11.0,9.0,76.0,-105.0,-114.0,-105.0,-90.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
7.472692,38,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-9.0,-25.0,11.0,9.0,77.0,-105.0,-113.0,-105.0,-90.0,-29.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
7.634895,39,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-10.0,-25.0,11.0,9.0,76.0,-105.0,-114.0,-105.0,-90.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
7.797084,40,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-10.0,-25.0,11.0,9.0,76.0,-105.0,-114.0,-105.0,-90.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
7.969575,41,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-8.0,-25.0,11.0,9.0,76.0,-105.0,-112.0,-105.0,-90.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
8.131349,42,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,53.0,-9.0,-25.0,11.0,9.0,76.0,-107.0,-113.0,-105.0,-90.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
8.293559,43,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,53.0,-8.0,-25.0,11.0,9.0,76.0,-107.0,-112.0,-105.0,-90.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
8.465948,44,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,53.0,-8.0,-24.0,11.0,9.0,75.0,-107.0,-112.0,-104.0,-90.0,-29.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
8.628158,45,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,53.0,-8.0,-25.0,11.0,9.0,76.0,-107.0,-112.0,-105.0,-90.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
8.800591,46,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-8.0,-25.0,11.0,9.0,76.0,-105.0,-112.0,-105.0,-90.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
8.962865,47,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-8.0,-23.0,9.0,9.0,76.0,-105.0,-112.0,-103.0,-92.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
9.114874,48,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-8.0,-25.0,11.0,9.0,75.0,-105.0,-112.0,-105.0,-90.0,-29.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
9.277040,49,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1200.0,55.0,-8.0,-24.0,11.0,9.0,74.0,-105.0,-112.0,-104.0,-90.0,-29.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
9.439251,50,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-7.0,-23.0,11.0,9.0,76.0,-105.0,-111.0,-103.0,-90.0,-29.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
9.601381,51,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-6.0,-23.0,12.0,7.0,77.0,-105.0,-110.0,-103.0,-89.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
9.763594,52,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-6.0,-24.0,11.0,7.0,75.0,-105.0,-110.0,-104.0,-90.0,-31.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
9.935577,53,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-6.0,-25.0,13.0,7.0,76.0,-105.0,-110.0,-105.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
10.097827,54,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-6.0,-25.0,12.0,7.0,76.0,-105.0,-110.0,-105.0,-89.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,50.0,48.0,40.0,46.0
10.260034,55,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-6.0,-23.0,13.0,7.0,76.0,-105.0,-110.0,-103.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
10.432528,56,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-8.0,-24.0,13.0,7.0,76.0,-105.0,-112.0,-104.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
10.595070,57,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-8.0,-24.0,12.0,7.0,76.0,-105.0,-112.0,-104.0,-89.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
10.767713,58,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-6.0,-23.0,13.0,7.0,76.0,-105.0,-110.0,-103.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
10.929949,59,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1200.0,55.0,-7.0,-23.0,13.0,7.0,76.0,-105.0,-111.0,-103.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
11.082108,60,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-6.0,-23.0,13.0,7.0,76.0,-105.0,-110.0,-103.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
11.244365,61,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-6.0,-23.0,13.0,7.0,76.0,-105.0,-110.0,-103.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
11.406569,62,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,56.0,-7.0,-23.0,13.0,7.0,76.0,-104.0,-111.0,-103.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
11.568787,63,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-7.0,-23.0,13.0,7.0,76.0,-105.0,-111.0,-103.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
11.730973,64,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,56.0,-7.0,-23.0,13.0,7.0,76.0,-104.0,-111.0,-103.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
11.903432,65,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-6.0,-23.0,13.0,7.0,76.0,-105.0,-110.0,-103.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
12.065557,66,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-7.0,-23.0,13.0,7.0,77.0,-105.0,-111.0,-103.0,-88.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
12.217604,67,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1200.0,55.0,-6.0,-23.0,13.0,7.0,76.0,-105.0,-110.0,-103.0,-88.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
12.379836,68,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,57.0,-6.0,-23.0,13.0,7.0,77.0,-103.0,-110.0,-103.0,-88.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
12.542001,69,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,57.0,-6.0,-23.0,13.0,7.0,77.0,-103.0,-110.0,-103.0,-88.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
12.703755,70,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,55.0,-6.0,-23.0,13.0,7.0,77.0,-105.0,-110.0,-103.0,-88.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
12.865978,71,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,57.0,-6.0,-23.0,13.0,7.0,77.0,-103.0,-110.0,-103.0,-88.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
13.038304,72,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,57.0,-6.0,-23.0,13.0,7.0,77.0,-103.0,-110.0,-103.0,-88.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
13.200022,73,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,56.0,-6.0,-23.0,14.0,7.0,77.0,-104.0,-110.0,-103.0,-87.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
13.362292,74,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,57.0,-6.0,-23.0,14.0,7.0,77.0,-103.0,-110.0,-103.0,-87.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
13.534762,75,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,57.0,-6.0,-23.0,14.0,7.0,77.0,-103.0,-110.0,-103.0,-87.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
13.697006,76,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,57.0,-6.0,-23.0,13.0,7.0,77.0,-103.0,-110.0,-103.0,-88.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
13.849040,77,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,57.0,-6.0,-24.0,14.0,7.0,77.0,-103.0,-110.0,-104.0,-87.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
14.011269,78,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,57.0,-6.0,-25.0,15.0,7.0,76.0,-103.0,-110.0,-105.0,-86.0,-31.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
14.173432,79,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1200.0,57.0,-6.0,-25.0,14.0,7.0,78.0,-103.0,-110.0,-105.0,-87.0,-31.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
14.335664,80,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1200.0,57.0,-6.0,-24.0,15.0,7.0,77.0,-103.0,-110.0,-104.0,-86.0,-31.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
14.497960,81,initial_open,1720,1720,1720,1720,1450,1200.0,1722.0,1722.0,1722.0,1721.0,1447.0,1201.0,57.0,-6.0,-25.0,15.0,7.0,78.0,-103.0,-110.0,-105.0,-86.0,-31.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,48.0,40.0,46.0
