time_s,sample,action,target_little,target_ring,target_middle,target_index,target_thumb_bend,target_thumb_swing,angle_little,angle_ring,angle_middle,angle_index,angle_thumb_bend,angle_thumb_swing,force_little,force_ring,force_middle,force_index,force_thumb_bend,force_thumb_swing,force_delta_little,force_delta_ring,force_delta_middle,force_delta_index,force_delta_thumb_bend,force_delta_thumb_swing,status_little,status_ring,status_middle,status_index,status_thumb_bend,status_thumb_swing,temp_little,temp_ring,temp_middle,temp_index,temp_thumb_bend,temp_thumb_swing
1.186862,0,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1721.0,1722.0,1447.0,1052.0,60.0,-1.0,-17.0,22.0,12.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
1.349125,1,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1052.0,60.0,0.0,-17.0,23.0,12.0,95.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
1.511344,2,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1052.0,61.0,0.0,-17.0,21.0,12.0,95.0,1.0,1.0,0.0,-1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
1.673537,3,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1051.0,60.0,0.0,-17.0,21.0,12.0,96.0,0.0,1.0,0.0,-1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
1.845927,4,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1052.0,60.0,0.0,-17.0,22.0,11.0,97.0,0.0,1.0,0.0,0.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
2.008153,5,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1721.0,1722.0,1447.0,1051.0,61.0,0.0,-17.0,21.0,12.0,97.0,1.0,1.0,0.0,-1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
2.180637,6,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1052.0,61.0,0.0,-17.0,22.0,12.0,97.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
2.342880,7,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1052.0,61.0,0.0,-17.0,22.0,12.0,95.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
2.505093,8,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1721.0,1722.0,1447.0,1052.0,60.0,0.0,-17.0,23.0,12.0,96.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
2.677496,9,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1052.0,61.0,0.0,-17.0,22.0,12.0,95.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
2.839626,10,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1052.0,62.0,0.0,-17.0,22.0,12.0,96.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
3.012103,11,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1052.0,62.0,-2.0,-17.0,23.0,12.0,97.0,2.0,-1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0
3.205236,12,auto_close_step_15,1685,1695,1705,1705,1435,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1052.0,62.0,-2.0,-17.0,23.0,12.0,96.0,2.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,48.0,48.0,46.0,38.0,46.0
