timestamp,csv,result
2026-07-26T18:20:12,hand_grasp_probe_fast_threshold300_001.csv,success
2026-07-26T18:20:54,hand_grasp_probe_fast_threshold300_002.csv,success
2026-07-26T18:21:40,hand_grasp_probe_fast_threshold300_003.csv,success
2026-07-26T18:22:20,hand_grasp_probe_fast_threshold300_004.csv,success
2026-07-26T18:23:18,hand_grasp_probe_fast_threshold300_005.csv,success
2026-07-26T18:23:58,hand_grasp_probe_fast_threshold300_006.csv,fail
2026-07-26T18:24:37,hand_grasp_probe_fast_threshold300_007.csv,fail
2026-07-26T18:26:43,hand_grasp_probe_fast_threshold300_008.csv,fail
