time_s,sample,action,target_little,target_ring,target_middle,target_index,target_thumb_bend,target_thumb_swing,angle_little,angle_ring,angle_middle,angle_index,angle_thumb_bend,angle_thumb_swing,force_little,force_ring,force_middle,force_index,force_thumb_bend,force_thumb_swing,force_delta_little,force_delta_ring,force_delta_middle,force_delta_index,force_delta_thumb_bend,force_delta_thumb_swing,status_little,status_ring,status_middle,status_index,status_thumb_bend,status_thumb_swing,temp_little,temp_ring,temp_middle,temp_index,temp_thumb_bend,temp_thumb_swing,active_force_count,grasp_continuous_s,grasp_prediction
1.175696,0,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-23.0,19.0,10.0,93.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
1.337794,1,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-23.0,19.0,10.0,93.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
1.509971,2,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-3.0,-23.0,19.0,10.0,93.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
1.671995,3,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1046.0,60.0,-2.0,-23.0,19.0,10.0,93.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
1.824289,4,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-23.0,19.0,11.0,93.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
1.986205,5,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-22.0,19.0,10.0,93.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
2.167928,6,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-22.0,19.0,10.0,92.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
2.319768,7,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-21.0,19.0,10.0,92.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
2.481599,8,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-23.0,19.0,10.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
2.643825,9,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-21.0,20.0,10.0,92.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
2.805801,10,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-21.0,19.0,9.0,92.0,0.0,1.0,2.0,0.0,-1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
2.967806,11,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1046.0,60.0,-2.0,-21.0,61.0,9.0,91.0,0.0,1.0,2.0,42.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.140134,12,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-21.0,31.0,9.0,91.0,0.0,1.0,2.0,12.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.302133,13,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1046.0,60.0,-2.0,-21.0,31.0,9.0,91.0,0.0,1.0,2.0,12.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.464306,14,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,61.0,-2.0,-21.0,31.0,9.0,91.0,1.0,1.0,2.0,12.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.636429,15,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-21.0,31.0,9.0,91.0,0.0,1.0,2.0,12.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.798508,16,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-21.0,30.0,9.0,91.0,0.0,1.0,2.0,11.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.950421,17,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-21.0,29.0,9.0,90.0,0.0,1.0,2.0,10.0,-1.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.112383,18,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1046.0,61.0,-2.0,-21.0,29.0,9.0,91.0,1.0,1.0,2.0,10.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.274477,19,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-21.0,29.0,9.0,91.0,0.0,1.0,2.0,10.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.436485,20,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-21.0,29.0,9.0,91.0,0.0,1.0,2.0,10.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.598482,21,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1046.0,60.0,-2.0,-21.0,29.0,9.0,91.0,0.0,1.0,2.0,10.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.770669,22,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,60.0,-2.0,-21.0,29.0,9.0,91.0,0.0,1.0,2.0,10.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.932563,23,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1046.0,62.0,-2.0,-20.0,29.0,9.0,91.0,2.0,1.0,3.0,10.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
5.094534,24,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,62.0,-2.0,-21.0,29.0,9.0,91.0,2.0,1.0,2.0,10.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
5.266573,25,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,62.0,-2.0,-21.0,29.0,9.0,93.0,2.0,1.0,2.0,10.0,-1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
5.428753,26,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,61.0,-2.0,-21.0,29.0,9.0,91.0,1.0,1.0,2.0,10.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
5.590701,27,initial_open,1720,1720,1720,1720,1450,1050.0,1722.0,1722.0,1722.0,1722.0,1447.0,1047.0,61.0,-2.0,-21.0,29.0,9.0,91.0,1.0,1.0,2.0,10.0,-1.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,48.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
