time_s,sample,phase,event,x_mm,y_mm,z_mm,radius_xy_mm,rx_deg,ry_deg,rz_deg,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,arm_status,motion_status,ctrl_mode,enable
4.385242,135,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.414759,136,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.440285,137,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.470241,138,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.495641,139,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.529919,140,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.560118,141,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.589878,142,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.615396,143,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.649806,144,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.675250,145,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.704844,146,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.730310,147,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.760414,148,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.790511,149,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.820262,150,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.849718,151,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.875102,152,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.900598,153,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.939945,154,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
4.970407,155,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.000171,156,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.091241,157,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.141219,158,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.255195,159,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.280619,160,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.315169,161,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.340636,162,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.375593,163,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.405543,164,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.440158,165,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.465626,166,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.499949,167,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.525352,168,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.560394,169,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.590195,170,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.619903,171,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.645499,172,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.675426,173,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.705522,174,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.735629,175,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.765718,176,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.795621,177,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.825361,178,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.855482,179,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.885449,180,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.915745,181,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.950387,182,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
5.980291,183,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.010144,184,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.035632,185,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.070385,186,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.100265,187,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.125655,188,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.155520,189,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.189847,190,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.215326,191,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.245558,192,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.275417,193,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.315598,194,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.379847,195,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.405268,196,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.435259,197,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.469927,198,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.495323,199,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.525156,200,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.550660,201,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.585615,202,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.615506,203,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.645695,204,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.675575,205,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.705742,206,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.749858,207,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.775424,208,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.805134,209,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.830558,210,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.860568,211,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.890328,212,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.920148,213,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.945588,214,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
6.980277,215,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.010376,216,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.040109,217,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.065569,218,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.095354,219,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.129930,220,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.155557,221,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.185586,222,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.225106,223,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.250545,224,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.280401,225,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.310095,226,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.339964,227,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.365407,228,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.395404,229,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.425309,230,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.455437,231,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.485534,232,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.515591,233,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.550511,234,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.589934,235,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.615383,236,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.725224,237,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
7.805170,238,idle,,62.882000,-2.275000,196.728000,62.923140,157.985000,76.686000,155.581000,-1.419000,0.380000,-2.573000,-1.277000,19.524000,6.366000,0,1,1,"False,False,False,False,False,False"
