time_s,sample,action,target_little,target_ring,target_middle,target_index,target_thumb_bend,target_thumb_swing,angle_little,angle_ring,angle_middle,angle_index,angle_thumb_bend,angle_thumb_swing,force_little,force_ring,force_middle,force_index,force_thumb_bend,force_thumb_swing,force_delta_little,force_delta_ring,force_delta_middle,force_delta_index,force_delta_thumb_bend,force_delta_thumb_swing,status_little,status_ring,status_middle,status_index,status_thumb_bend,status_thumb_swing,temp_little,temp_ring,temp_middle,temp_index,temp_thumb_bend,temp_thumb_swing,active_force_count,grasp_continuous_s,grasp_prediction
2.819478,10,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,60.0,-2.0,-21.0,19.0,10.0,91.0,-2.0,0.0,0.0,0.0,0.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
2.981746,11,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,60.0,-2.0,-21.0,19.0,10.0,91.0,-2.0,0.0,0.0,0.0,0.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.143993,12,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,60.0,-1.0,-21.0,20.0,10.0,91.0,-2.0,1.0,0.0,1.0,0.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.316504,13,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,60.0,-2.0,-23.0,19.0,10.0,91.0,-2.0,0.0,-2.0,0.0,0.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.478769,14,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,60.0,-1.0,-21.0,19.0,10.0,91.0,-2.0,1.0,0.0,0.0,0.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.630824,15,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,60.0,-3.0,-21.0,19.0,10.0,91.0,-2.0,-1.0,0.0,0.0,0.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.793078,16,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,60.0,-2.0,-21.0,19.0,10.0,91.0,-2.0,0.0,0.0,0.0,0.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
3.955335,17,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,61.0,-2.0,-21.0,19.0,9.0,90.0,-1.0,0.0,0.0,0.0,-1.0,-3.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.117616,18,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,60.0,-2.0,-21.0,19.0,9.0,89.0,-2.0,0.0,0.0,0.0,-1.0,-4.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.279850,19,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,61.0,-2.0,-21.0,19.0,7.0,95.0,-1.0,0.0,0.0,0.0,-3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.452340,20,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,61.0,-2.0,-21.0,19.0,7.0,93.0,-1.0,0.0,0.0,0.0,-3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.614547,21,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-21.0,19.0,7.0,92.0,0.0,0.0,0.0,0.0,-3.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.766616,22,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-21.0,19.0,7.0,92.0,0.0,0.0,0.0,0.0,-3.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
4.928867,23,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-21.0,19.0,8.0,92.0,0.0,0.0,0.0,0.0,-2.0,-1.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
5.091144,24,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-21.0,19.0,7.0,91.0,0.0,0.0,0.0,0.0,-3.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
5.253358,25,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,61.0,-2.0,-21.0,19.0,8.0,95.0,-1.0,0.0,0.0,0.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
5.415553,26,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-21.0,19.0,7.0,93.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
5.587807,27,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-21.0,19.0,7.0,93.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
5.760384,28,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-20.0,19.0,7.0,93.0,0.0,0.0,1.0,0.0,-3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
5.922216,29,initial_open,1720,1720,1720,1720,1450,1050.0,1721.0,1722.0,1722.0,1719.0,1447.0,1047.0,62.0,-2.0,-21.0,19.0,7.0,93.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,46.0,48.0,48.0,46.0,38.0,46.0,0,0.000,pending
